Florida.County,Year,Month,Day,Date,Time,Time.Zone,Event.Type,Deaths,Injuries,Property Damage ($),Crop Damage ($)
JACKSON,2005,6,10,6/10/2005,18:00,EST,Tropical Storm,0,0,0,0
WAKULLA,2005,6,10,6/10/2005,18:00,EST,Tropical Storm,0,0,0,0
FRANKLIN,2005,6,10,6/10/2005,18:00,EST,Tropical Storm,0,0,25000,0
DIXIE,2005,6,10,6/10/2005,18:00,EST,Tropical Storm,0,0,0,0
GADSDEN,2005,6,10,6/10/2005,18:00,EST,Tropical Storm,0,0,0,0
TAYLOR,2005,6,10,6/10/2005,18:00,EST,Tropical Storm,0,0,0,0
WASHINGTON,2005,6,10,6/10/2005,18:00,EST,Tropical Storm,0,0,25000,0
COASTAL OKALOOSA,2005,7,5,7/5/2005,3:00,CST,Tropical Storm,0,0,0,0
INLAND OKALOOSA,2005,7,5,7/5/2005,3:00,CST,Tropical Storm,0,0,0,0
INLAND SANTA ROSA,2005,7,5,7/5/2005,3:00,CST,Tropical Storm,0,0,0,0
COASTAL SANTA ROSA,2005,7,5,7/5/2005,3:00,CST,Tropical Storm,0,0,0,0
INLAND ESCAMBIA,2005,7,5,7/5/2005,3:00,CST,Tropical Storm,0,0,0,0
COASTAL ESCAMBIA,2005,7,5,7/5/2005,3:00,CST,Tropical Storm,0,0,150000,0
BAY,2005,7,5,7/5/2005,18:00,EST,Tropical Storm,0,0,0,0
COASTAL WALTON,2005,7,5,7/5/2005,18:00,EST,Tropical Storm,0,0,150000,0
GULF,2005,7,5,7/5/2005,18:00,EST,Tropical Storm,0,0,0,0
PINELLAS,2005,7,9,7/9/2005,5:44,EST,Tropical Storm,0,0,20000,0
LEE,2005,7,9,7/9/2005,6:00,EST,Tropical Storm,0,0,0,0
CHARLOTTE,2005,7,9,7/9/2005,6:00,EST,Tropical Storm,0,0,0,0
LEVY,2005,7,9,7/9/2005,10:00,EST,Tropical Storm,0,0,0,0
HILLSBOROUGH,2005,7,9,7/9/2005,10:00,EST,Tropical Storm,0,0,10000,0
CITRUS,2005,7,9,7/9/2005,17:00,EST,Tropical Storm,0,0,2000,0
INLAND SANTA ROSA,2005,8,27,8/27/2005,21:00,CST,Tropical Storm,0,0,0,0
COASTAL OKALOOSA,2005,8,27,8/27/2005,21:00,CST,Tropical Storm,0,0,0,0
COASTAL SANTA ROSA,2005,8,27,8/27/2005,21:00,CST,Tropical Storm,0,0,0,0
INLAND OKALOOSA,2005,8,27,8/27/2005,21:00,CST,Tropical Storm,0,0,0,0
INLAND ESCAMBIA,2005,8,27,8/27/2005,21:00,CST,Tropical Storm,0,0,0,0
COASTAL ESCAMBIA,2005,8,27,8/27/2005,21:00,CST,Tropical Storm,0,0,1.00E+08,0
COASTAL PALM BEACH,2005,9,20,9/20/2005,3:14,EST,Tropical Storm,0,0,0,0
COASTAL DADE,2005,9,20,9/20/2005,3:14,EST,Tropical Storm,0,0,0,0
COASTAL BROWARD,2005,9,20,9/20/2005,3:14,EST,Tropical Storm,0,0,0,0
NASSAU,2005,10,5,10/5/2005,6:00,EST,Tropical Storm,0,0,0,0
FLAGLER,2005,10,5,10/5/2005,6:00,EST,Tropical Storm,0,0,0,0
ST. JOHNS,2005,10,5,10/5/2005,6:00,EST,Tropical Storm,0,0,0,0
DUVAL,2005,10,5,10/5/2005,6:00,EST,Tropical Storm,0,0,0,0
MARTIN,2005,10,24,10/24/2005,5:00,EST,Tropical Storm,0,0,4800000,2.10E+07
HARDEE,2005,10,24,10/24/2005,6:00,EST,Tropical Storm,0,0,31000,0
ST. LUCIE,2005,10,24,10/24/2005,6:00,EST,Tropical Storm,0,0,5900000,2.30E+07
DE SOTO,2005,10,24,10/24/2005,6:00,EST,Tropical Storm,0,0,75000,0
CHARLOTTE,2005,10,24,10/24/2005,6:00,EST,Tropical Storm,0,0,529000,0
MANATEE,2005,10,24,10/24/2005,7:00,EST,Tropical Storm,0,0,175000,0
INDIAN RIVER,2005,10,24,10/24/2005,7:00,EST,Tropical Storm,0,0,850000,2.20E+07
HIGHLANDS,2005,10,24,10/24/2005,7:00,EST,Tropical Storm,0,0,563000,0
SARASOTA,2005,10,24,10/24/2005,7:00,EST,Tropical Storm,0,0,314000,0
POLK,2005,10,24,10/24/2005,7:00,EST,Tropical Storm,0,0,405000,0
HERNANDO,2005,10,24,10/24/2005,7:00,EST,Tropical Storm,0,0,9000,0
PASCO,2005,10,24,10/24/2005,7:00,EST,Tropical Storm,0,0,34000,0
HILLSBOROUGH,2005,10,24,10/24/2005,7:00,EST,Tropical Storm,0,0,127000,0
PINELLAS,2005,10,24,10/24/2005,7:00,EST,Tropical Storm,0,0,191000,0
BREVARD,2005,10,24,10/24/2005,9:00,EST,Tropical Storm,0,0,1600000,5.00E+05
ST. JOHNS,2005,10,24,10/24/2005,10:00,EST,Tropical Storm,0,0,0,0
FLAGLER,2005,10,24,10/24/2005,10:00,EST,Tropical Storm,0,0,0,0
ALACHUA,2006,6,11,6/11/2006,0:00,EST,Tropical Storm,0,0,0,0
LIBERTY,2006,6,12,6/12/2006,12:00,EST,Tropical Storm,0,0,0,0
COASTAL WALTON,2006,6,12,6/12/2006,12:00,EST,Tropical Storm,0,0,0,0
DIXIE,2006,6,12,6/12/2006,12:00,EST,Tropical Storm,0,0,1.00E+05,0
WASHINGTON,2006,6,12,6/12/2006,12:00,EST,Tropical Storm,0,0,0,0
WAKULLA,2006,6,12,6/12/2006,12:00,EST,Tropical Storm,0,0,20000,0
CALHOUN,2006,6,12,6/12/2006,12:00,EST,Tropical Storm,0,0,0,0
BAY,2006,6,12,6/12/2006,12:00,EST,Tropical Storm,0,0,0,0
TAYLOR,2006,6,12,6/12/2006,12:00,EST,Tropical Storm,0,0,1.00E+05,0
MADISON,2006,6,12,6/12/2006,12:00,EST,Tropical Storm,0,0,5000,0
LAFAYETTE,2006,6,12,6/12/2006,12:00,EST,Tropical Storm,0,0,5000,0
LEON,2006,6,12,6/12/2006,12:00,EST,Tropical Storm,0,0,10000,0
GULF,2006,6,12,6/12/2006,12:00,EST,Tropical Storm,0,0,0,0
GADSDEN,2006,6,12,6/12/2006,12:00,EST,Tropical Storm,0,0,0,0
FRANKLIN,2006,6,12,6/12/2006,12:00,EST,Tropical Storm,0,0,5000,0
INLAND WALTON,2006,6,12,6/12/2006,12:00,EST,Tropical Storm,0,0,0,0
HOLMES,2006,6,12,6/12/2006,12:00,EST,Tropical Storm,0,0,0,0
JACKSON,2006,6,12,6/12/2006,12:00,EST,Tropical Storm,0,0,0,0
JEFFERSON,2006,6,12,6/12/2006,12:00,EST,Tropical Storm,0,0,5000,0
LEVY,2006,6,13,6/13/2006,0:30,EST,Tropical Storm,0,0,40000,0
SUMTER,2006,6,13,6/13/2006,0:30,EST,Tropical Storm,0,0,0,0
SARASOTA,2006,6,13,6/13/2006,0:30,EST,Tropical Storm,0,0,0,0
PINELLAS,2006,6,13,6/13/2006,0:30,EST,Tropical Storm,0,0,0,0
PASCO,2006,6,13,6/13/2006,0:30,EST,Tropical Storm,0,0,0,0
MANATEE,2006,6,13,6/13/2006,0:30,EST,Tropical Storm,0,0,0,0
HILLSBOROUGH,2006,6,13,6/13/2006,0:30,EST,Tropical Storm,0,0,0,0
HERNANDO,2006,6,13,6/13/2006,0:30,EST,Tropical Storm,0,0,0,0
CITRUS,2006,6,13,6/13/2006,0:30,EST,Tropical Storm,0,0,1.00E+05,0
GILCHRIST,2006,6,13,6/13/2006,6:00,EST,Tropical Storm,0,0,0,0
HAMILTON,2006,6,13,6/13/2006,6:00,EST,Tropical Storm,0,0,0,0
MARION,2006,6,13,6/13/2006,6:00,EST,Tropical Storm,0,0,0,0
NASSAU,2006,6,13,6/13/2006,6:00,EST,Tropical Storm,0,0,0,0
PUTNAM,2006,6,13,6/13/2006,6:00,EST,Tropical Storm,0,0,0,0
ST. JOHNS,2006,6,13,6/13/2006,6:00,EST,Tropical Storm,0,0,0,0
SUWANNEE,2006,6,13,6/13/2006,6:00,EST,Tropical Storm,0,0,0,0
UNION,2006,6,13,6/13/2006,6:00,EST,Tropical Storm,0,0,0,0
CLAY,2006,6,13,6/13/2006,6:00,EST,Tropical Storm,0,0,0,0
COLUMBIA,2006,6,13,6/13/2006,6:00,EST,Tropical Storm,0,0,0,0
DUVAL,2006,6,13,6/13/2006,6:00,EST,Tropical Storm,0,0,0,0
FLAGLER,2006,6,13,6/13/2006,6:00,EST,Tropical Storm,0,0,0,0
ALACHUA,2006,6,13,6/13/2006,6:00,EST,Tropical Storm,0,0,0,0
BAKER,2006,6,13,6/13/2006,6:00,EST,Tropical Storm,0,0,0,0
BRADFORD,2006,6,13,6/13/2006,6:00,EST,Tropical Storm,0,0,0,0
MONROE/LOWER KEYS,2006,8,29,8/29/2006,12:00,EST,Tropical Storm,0,0,0,0
COASTAL DADE,2006,8,29,8/29/2006,12:00,EST,Tropical Storm,0,0,0,0
MONROE/MIDDLE KEYS,2006,8,29,8/29/2006,12:00,EST,Tropical Storm,0,0,0,0
COASTAL BROWARD,2006,8,29,8/29/2006,15:00,EST,Tropical Storm,0,0,0,0
INLAND DADE,2006,8,29,8/29/2006,16:00,EST,Tropical Storm,0,0,0,0
INLAND BROWARD,2006,8,29,8/29/2006,18:00,EST,Tropical Storm,0,0,0,0
COASTAL PALM BEACH,2006,8,29,8/29/2006,18:00,EST,Tropical Storm,0,0,0,0
INLAND PALM BEACH,2006,8,30,8/30/2006,0:00,EST,Tropical Storm,0,0,0,0
HENDRY,2006,8,30,8/30/2006,1:00,EST,Tropical Storm,0,0,0,0
INLAND COLLIER,2006,8,30,8/30/2006,1:00,EST,Tropical Storm,0,0,0,0
GLADES,2006,8,30,8/30/2006,2:00,EST,Tropical Storm,0,0,0,0
COASTAL COLLIER,2006,8,30,8/30/2006,4:00,EST,Tropical Storm,0,0,0,0
MONROE/UPPER KEYS,2006,8,30,8/30/2006,4:00,EST,Tropical Storm,0,0,200,0
NASSAU,2007,5,9,5/9/2007,10:00,EST-5,Tropical Storm,0,0,0,0
FLAGLER,2007,5,9,5/9/2007,10:00,EST-5,Tropical Storm,0,0,0,0
ST. JOHNS,2007,5,9,5/9/2007,10:00,EST-5,Tropical Storm,0,0,0,0
DUVAL,2007,5,9,5/9/2007,10:00,EST-5,Tropical Storm,0,0,0,0
DIXIE,2007,6,1,6/1/2007,7:00,EST-5,Tropical Storm,0,0,0,0
TAYLOR,2007,6,1,6/1/2007,7:00,EST-5,Tropical Storm,0,0,0,0
LAFAYETTE,2007,6,1,6/1/2007,7:00,EST-5,Tropical Storm,0,0,0,0
MADISON,2007,6,1,6/1/2007,7:00,EST-5,Tropical Storm,0,0,1000,0
JEFFERSON,2007,6,1,6/1/2007,7:00,EST-5,Tropical Storm,0,0,0,0
SARASOTA,2007,6,2,6/2/2007,5:00,EST-5,Tropical Storm,0,0,0,0
PINELLAS,2007,6,2,6/2/2007,6:00,EST-5,Tropical Storm,0,0,0,0
MANATEE,2007,6,2,6/2/2007,6:00,EST-5,Tropical Storm,0,0,0,0
HILLSBOROUGH,2007,6,2,6/2/2007,6:00,EST-5,Tropical Storm,0,1,40000,0
FLAGLER,2007,6,2,6/2/2007,6:55,EST-5,Tropical Storm,0,0,0,0
POLK,2007,6,2,6/2/2007,11:00,EST-5,Tropical Storm,0,0,0,0
COASTAL MIAMI-DADE COUNT...,2007,10,30,10/30/2007,17:00,EST-5,Tropical Storm,0,0,0,0
MONROE/UPPER KEYS,2008,8,17,8/17/2008,13:00,EST-5,Tropical Storm,0,1,2800000,0
MONROE/LOWER KEYS,2008,8,17,8/17/2008,13:00,EST-5,Tropical Storm,0,0,2800000,0
MONROE/MIDDLE KEYS,2008,8,17,8/17/2008,13:00,EST-5,Tropical Storm,0,1,2800000,0
FAR SOUTH MIAMI-DADE COU...,2008,8,18,8/18/2008,12:00,EST-5,Tropical Storm,0,0,0,0
INLAND BROWARD COUNTY (Z...,2008,8,18,8/18/2008,12:00,EST-5,Tropical Storm,0,0,0,0
INLAND MIAMI-DADE,2008,8,18,8/18/2008,12:00,EST-5,Tropical Storm,0,0,0,0
COASTAL BROWARD COUNTY (...,2008,8,18,8/18/2008,12:00,EST-5,Tropical Storm,0,1,15000,0
COASTAL MIAMI-DADE COUNT...,2008,8,18,8/18/2008,12:00,EST-5,Tropical Storm,0,0,10000,0
MAINLAND MONROE,2008,8,18,8/18/2008,12:00,EST-5,Tropical Storm,0,0,0,0
METRO BROWARD COUNTY (ZO...,2008,8,18,8/18/2008,12:00,EST-5,Tropical Storm,0,0,0,0
INLAND COLLIER COUNTY (Z...,2008,8,18,8/18/2008,12:00,EST-5,Tropical Storm,0,0,0,0
COASTAL COLLIER COUNTY (...,2008,8,18,8/18/2008,12:00,EST-5,Tropical Storm,0,0,20000,0
METROPOLITAN MIAMI-DADE ...,2008,8,18,8/18/2008,12:00,EST-5,Tropical Storm,0,0,0,0
HENDRY,2008,8,18,8/18/2008,15:00,EST-5,Tropical Storm,0,0,584000,0
INLAND PALM BEACH COUNTY...,2008,8,18,8/18/2008,15:00,EST-5,Tropical Storm,0,0,1500000,0
COASTAL PALM BEACH COUNT...,2008,8,18,8/18/2008,15:00,EST-5,Tropical Storm,0,0,15000,0
METRO PALM BEACH COUNTY ...,2008,8,18,8/18/2008,15:00,EST-5,Tropical Storm,0,0,0,0
GLADES,2008,8,18,8/18/2008,18:00,EST-5,Tropical Storm,0,0,120000,0
LEE,2008,8,19,8/19/2008,4:00,EST-5,Tropical Storm,0,0,250000,0
CHARLOTTE,2008,8,19,8/19/2008,6:00,EST-5,Tropical Storm,0,0,0,0
HIGHLANDS,2008,8,19,8/19/2008,6:00,EST-5,Tropical Storm,0,0,175000,0
DE SOTO,2008,8,19,8/19/2008,7:00,EST-5,Tropical Storm,0,0,0,0
HARDEE,2008,8,19,8/19/2008,8:00,EST-5,Tropical Storm,0,0,10000,0
OKEECHOBEE,2008,8,19,8/19/2008,10:00,EST-5,Tropical Storm,0,0,99000,99000
POLK,2008,8,19,8/19/2008,11:00,EST-5,Tropical Storm,0,0,0,0
BREVARD,2008,8,19,8/19/2008,12:00,EST-5,Tropical Storm,0,0,99000,1.00E+05
MARTIN,2008,8,19,8/19/2008,12:00,EST-5,Tropical Storm,0,0,0,0
INDIAN RIVER,2008,8,19,8/19/2008,13:00,EST-5,Tropical Storm,0,0,77000,66000
ST. LUCIE,2008,8,19,8/19/2008,13:00,EST-5,Tropical Storm,0,0,0,0
SUMTER,2008,8,21,8/21/2008,14:00,EST-5,Tropical Storm,0,0,20000,0
LEVY,2008,8,21,8/21/2008,14:00,EST-5,Tropical Storm,0,0,15000,0
DUVAL,2008,8,21,8/21/2008,16:00,EST-5,Tropical Storm,1,0,0,0
NASSAU,2008,8,21,8/21/2008,16:00,EST-5,Tropical Storm,0,0,0,0
COLUMBIA,2008,8,21,8/21/2008,16:00,EST-5,Tropical Storm,0,0,0,0
BAKER,2008,8,21,8/21/2008,16:00,EST-5,Tropical Storm,0,0,0,0
PUTNAM,2008,8,21,8/21/2008,16:00,EST-5,Tropical Storm,0,0,0,0
CLAY,2008,8,21,8/21/2008,16:00,EST-5,Tropical Storm,0,0,0,0
ST. JOHNS,2008,8,21,8/21/2008,16:00,EST-5,Tropical Storm,0,0,0,0
ALACHUA,2008,8,21,8/21/2008,16:00,EST-5,Tropical Storm,0,0,0,0
GILCHRIST,2008,8,21,8/21/2008,16:00,EST-5,Tropical Storm,0,0,0,0
HAMILTON,2008,8,21,8/21/2008,16:00,EST-5,Tropical Storm,0,0,0,0
FLAGLER,2008,8,21,8/21/2008,16:00,EST-5,Tropical Storm,0,0,0,0
SUWANNEE,2008,8,21,8/21/2008,16:00,EST-5,Tropical Storm,0,0,0,0
UNION,2008,8,21,8/21/2008,16:00,EST-5,Tropical Storm,0,0,0,0
MARION,2008,8,21,8/21/2008,16:00,EST-5,Tropical Storm,0,0,0,0
CITRUS,2008,8,21,8/21/2008,19:00,EST-5,Tropical Storm,0,0,0,0
VOLUSIA,2008,8,21,8/21/2008,20:00,EST-5,Tropical Storm,0,0,0,40000
SEMINOLE,2008,8,21,8/21/2008,20:00,EST-5,Tropical Storm,0,0,0,0
ORANGE,2008,8,21,8/21/2008,20:00,EST-5,Tropical Storm,0,0,0,0
HERNANDO,2008,8,22,8/22/2008,1:00,EST-5,Tropical Storm,0,0,0,0
MADISON,2008,8,22,8/22/2008,12:00,EST-5,Tropical Storm,0,0,2.00E+05,0
JEFFERSON,2008,8,22,8/22/2008,12:00,EST-5,Tropical Storm,0,0,1500000,0
BAY,2008,8,22,8/22/2008,12:00,EST-5,Tropical Storm,0,0,15000,0
GADSDEN,2008,8,22,8/22/2008,12:00,EST-5,Tropical Storm,1,0,3.00E+06,0
FRANKLIN,2008,8,22,8/22/2008,12:00,EST-5,Tropical Storm,0,0,25000,0
CALHOUN,2008,8,22,8/22/2008,12:00,EST-5,Tropical Storm,0,0,2250000,0
LEON,2008,8,22,8/22/2008,12:00,EST-5,Tropical Storm,0,0,3.50E+07,0
DIXIE,2008,8,22,8/22/2008,12:00,EST-5,Tropical Storm,0,0,550000,0
WAKULLA,2008,8,22,8/22/2008,12:00,EST-5,Tropical Storm,0,0,5.00E+06,0
GULF,2008,8,22,8/22/2008,12:00,EST-5,Tropical Storm,0,0,175000,0
HOLMES,2008,8,22,8/22/2008,12:00,EST-5,Tropical Storm,0,0,50000,0
JACKSON,2008,8,22,8/22/2008,12:00,EST-5,Tropical Storm,0,0,15000,0
INLAND WALTON,2008,8,22,8/22/2008,12:00,EST-5,Tropical Storm,0,0,15000,0
LAFAYETTE,2008,8,22,8/22/2008,12:00,EST-5,Tropical Storm,0,0,75000,0
WASHINGTON,2008,8,22,8/22/2008,12:00,EST-5,Tropical Storm,0,0,15000,0
COASTAL WALTON,2008,8,22,8/22/2008,12:00,EST-5,Tropical Storm,0,0,15000,0
LIBERTY,2008,8,22,8/22/2008,12:00,EST-5,Tropical Storm,0,0,850000,0
TAYLOR,2008,8,22,8/22/2008,12:00,EST-5,Tropical Storm,0,0,750000,0
MONROE/LOWER KEYS,2008,8,30,8/30/2008,11:00,EST-5,Tropical Storm,1,0,0,0
MONROE/MIDDLE KEYS,2008,8,30,8/30/2008,11:00,EST-5,Tropical Storm,0,0,0,0
COASTAL SANTA ROSA,2008,9,1,9/1/2008,5:00,CST-6,Tropical Storm,0,0,0,0
COASTAL ESCAMBIA,2008,9,1,9/1/2008,5:00,CST-6,Tropical Storm,0,0,0,0
COASTAL OKALOOSA,2008,9,1,9/1/2008,5:00,CST-6,Tropical Storm,0,0,0,0
METROPOLITAN MIAMI-DADE ...,2008,9,8,9/8/2008,23:45,EST-5,Tropical Storm,0,0,0,0
FAR SOUTH MIAMI-DADE COU...,2008,9,8,9/8/2008,23:45,EST-5,Tropical Storm,0,0,0,0
COASTAL MIAMI-DADE COUNT...,2008,9,8,9/8/2008,23:45,EST-5,Tropical Storm,0,0,0,0
MAINLAND MONROE,2008,9,8,9/8/2008,23:45,EST-5,Tropical Storm,0,0,0,0
MONROE/UPPER KEYS,2008,9,9,9/9/2008,2:00,EST-5,Tropical Storm,0,0,0,0
MONROE/MIDDLE KEYS,2008,9,9,9/9/2008,2:00,EST-5,Tropical Storm,0,0,13500000,0
MONROE/LOWER KEYS,2008,9,9,9/9/2008,2:00,EST-5,Tropical Storm,0,0,12500000,0
GULF,2009,8,16,8/16/2009,3:00,EST-5,Tropical Storm,0,0,50000,0
FRANKLIN,2009,8,16,8/16/2009,3:00,EST-5,Tropical Storm,0,0,25000,0
BAY,2009,8,16,8/16/2009,3:00,EST-5,Tropical Storm,1,0,0,0
COASTAL WALTON,2009,8,16,8/16/2009,3:00,EST-5,Tropical Storm,0,0,1.00E+05,0
WAKULLA,2009,8,16,8/16/2009,3:00,EST-5,Tropical Storm,0,0,25000,0
WAKULLA,2009,11,9,11/9/2009,6:00,EST-5,Tropical Storm,0,0,1.00E+05,0
COASTAL WALTON,2009,11,9,11/9/2009,6:00,EST-5,Tropical Storm,0,0,25000,0
FRANKLIN,2009,11,9,11/9/2009,6:00,EST-5,Tropical Storm,0,0,75000,0
BAY,2009,11,9,11/9/2009,6:00,EST-5,Tropical Storm,0,0,2.00E+05,0
GULF,2009,11,9,11/9/2009,6:00,EST-5,Tropical Storm,0,0,125000,0
LEON,2009,11,9,11/9/2009,6:00,EST-5,Tropical Storm,0,0,75000,0
COASTAL MIAMI-DADE COUNT...,2010,7,23,7/23/2010,5:30,EST-5,Tropical Storm,0,0,2000,0
COASTAL PALM BEACH COUNT...,2011,8,25,8/25/2011,7:30,EST-5,Tropical Storm,0,0,0,0
COASTAL BROWARD COUNTY (...,2011,8,25,8/25/2011,14:00,EST-5,Tropical Storm,0,0,0,0
DUVAL,2011,8,25,8/25/2011,20:00,EST-5,Tropical Storm,0,0,0,0
FLAGLER,2011,8,26,8/26/2011,15:52,EST-5,Tropical Storm,0,0,0,0
DUVAL,2012,5,27,5/27/2012,11:03,EST-5,Tropical Storm,0,0,0,0
FLAGLER,2012,5,27,5/27/2012,14:13,EST-5,Tropical Storm,0,0,0,0
NASSAU,2012,5,27,5/27/2012,19:45,EST-5,Tropical Storm,0,0,0,0
CLAY,2012,5,28,5/28/2012,7:52,EST-5,Tropical Storm,0,0,0,0
ST. JOHNS,2012,5,28,5/28/2012,8:21,EST-5,Tropical Storm,0,0,0,0
SUWANNEE,2012,5,28,5/28/2012,19:40,EST-5,Tropical Storm,0,0,0,0
LEVY,2012,6,24,6/24/2012,0:00,EST-5,Tropical Storm,0,0,175000,0
COASTAL BAY,2012,6,24,6/24/2012,7:00,EST-5,Tropical Storm,0,0,4000,0
INLAND DIXIE,2012,6,24,6/24/2012,7:00,EST-5,Tropical Storm,0,0,4000,0
COASTAL DIXIE,2012,6,24,6/24/2012,7:00,EST-5,Tropical Storm,0,0,4000,0
INLAND TAYLOR,2012,6,24,6/24/2012,7:00,EST-5,Tropical Storm,0,0,4000,0
COASTAL TAYLOR,2012,6,24,6/24/2012,7:00,EST-5,Tropical Storm,0,0,4000,0
MADISON,2012,6,24,6/24/2012,7:00,EST-5,Tropical Storm,0,0,4000,0
INLAND JEFFERSON,2012,6,24,6/24/2012,7:00,EST-5,Tropical Storm,0,0,4000,0
COASTAL JEFFERSON,2012,6,24,6/24/2012,7:00,EST-5,Tropical Storm,0,0,4000,0
LEON,2012,6,24,6/24/2012,7:00,EST-5,Tropical Storm,0,0,4000,0
INLAND WAKULLA,2012,6,24,6/24/2012,7:00,EST-5,Tropical Storm,0,0,5000,0
COASTAL WAKULLA,2012,6,24,6/24/2012,7:00,EST-5,Tropical Storm,0,0,10000,0
INLAND FRANKLIN,2012,6,24,6/24/2012,7:00,EST-5,Tropical Storm,0,0,5000,0
COASTAL FRANKLIN,2012,6,24,6/24/2012,7:00,EST-5,Tropical Storm,0,0,10000,0
LIBERTY,2012,6,24,6/24/2012,7:00,EST-5,Tropical Storm,0,0,4000,0
INLAND GULF,2012,6,24,6/24/2012,7:00,EST-5,Tropical Storm,0,0,4000,0
COASTAL GULF,2012,6,24,6/24/2012,7:00,EST-5,Tropical Storm,0,0,4000,0
DUVAL,2012,6,24,6/24/2012,14:33,EST-5,Tropical Storm,0,0,0,0
FLAGLER,2012,6,24,6/24/2012,20:15,EST-5,Tropical Storm,0,0,0,0
ST. JOHNS,2012,6,24,6/24/2012,22:48,EST-5,Tropical Storm,0,0,0,0
MONROE/MIDDLE KEYS,2012,8,25,8/25/2012,4:00,EST-5,Tropical Storm,0,0,775000,0
MONROE/LOWER KEYS,2012,8,25,8/25/2012,6:00,EST-5,Tropical Storm,0,0,770000,0
MONROE/UPPER KEYS,2012,8,25,8/25/2012,7:00,EST-5,Tropical Storm,0,0,625000,0
METRO BROWARD COUNTY (ZO...,2012,8,26,8/26/2012,0:00,EST-5,Tropical Storm,0,0,0,0
COASTAL BROWARD COUNTY (...,2012,8,26,8/26/2012,0:00,EST-5,Tropical Storm,0,0,350000,0
COASTAL COLLIER COUNTY (...,2012,8,26,8/26/2012,0:00,EST-5,Tropical Storm,0,0,0,0
INLAND MIAMI-DADE,2012,8,26,8/26/2012,0:00,EST-5,Tropical Storm,0,0,0,0
METROPOLITAN MIAMI-DADE ...,2012,8,26,8/26/2012,0:00,EST-5,Tropical Storm,0,0,0,0
COASTAL MIAMI-DADE COUNT...,2012,8,26,8/26/2012,0:00,EST-5,Tropical Storm,0,0,1.00E+05,0
INLAND PALM BEACH COUNTY...,2012,8,26,8/26/2012,0:00,EST-5,Tropical Storm,0,0,0,0
METRO PALM BEACH COUNTY ...,2012,8,26,8/26/2012,0:00,EST-5,Tropical Storm,0,0,0,0
COASTAL PALM BEACH COUNT...,2012,8,26,8/26/2012,0:00,EST-5,Tropical Storm,0,0,3.00E+05,0
OKEECHOBEE,2012,8,27,8/27/2012,0:00,EST-5,Tropical Storm,0,0,0,0
MARTIN,2012,8,27,8/27/2012,5:00,EST-5,Tropical Storm,0,0,0,0
INDIAN RIVER,2012,8,27,8/27/2012,5:00,EST-5,Tropical Storm,0,0,0,0
ST. LUCIE,2012,8,27,8/27/2012,5:00,EST-5,Tropical Storm,0,0,0,0
OSCEOLA,2012,8,27,8/27/2012,6:00,EST-5,Tropical Storm,0,0,0,0
COASTAL OKALOOSA,2012,8,28,8/28/2012,6:00,CST-6,Tropical Storm,1,0,0,0
COASTAL SANTA ROSA,2012,8,28,8/28/2012,6:00,CST-6,Tropical Storm,1,0,0,0
COASTAL ESCAMBIA,2012,8,28,8/28/2012,6:00,CST-6,Tropical Storm,1,0,0,0
MONROE/MIDDLE KEYS,2012,10,24,10/24/2012,18:00,EST-5,Tropical Storm,0,0,1000,0
MONROE/LOWER KEYS,2012,10,24,10/24/2012,23:00,EST-5,Tropical Storm,0,0,1000,0
COASTAL MIAMI-DADE COUNT...,2012,10,25,10/25/2012,5:00,EST-5,Tropical Storm,0,0,0,0
MONROE/UPPER KEYS,2012,10,25,10/25/2012,9:00,EST-5,Tropical Storm,0,0,2000,0
COASTAL BROWARD COUNTY (...,2012,10,25,10/25/2012,15:00,EST-5,Tropical Storm,0,0,0,0
COASTAL PALM BEACH COUNT...,2012,10,25,10/25/2012,16:00,EST-5,Tropical Storm,0,0,0,0
ST. LUCIE,2012,10,26,10/26/2012,0:00,EST-5,Tropical Storm,0,0,0,0
MARTIN,2012,10,26,10/26/2012,0:00,EST-5,Tropical Storm,0,0,0,0
INDIAN RIVER,2012,10,26,10/26/2012,7:00,EST-5,Tropical Storm,0,0,0,0
BREVARD,2012,10,26,10/26/2012,7:00,EST-5,Tropical Storm,0,0,0,0
FLAGLER,2012,10,26,10/26/2012,15:10,EST-5,Tropical Storm,0,0,0,0
VOLUSIA,2012,10,26,10/26/2012,17:00,EST-5,Tropical Storm,0,0,0,0
ST. JOHNS,2012,10,26,10/26/2012,18:05,EST-5,Tropical Storm,0,0,0,0
CITRUS,2013,6,6,6/6/2013,0:00,EST-5,Tropical Storm,0,0,0,0
HILLSBOROUGH,2013,6,6,6/6/2013,0:00,EST-5,Tropical Storm,0,0,0,0
LEVY,2013,6,6,6/6/2013,0:00,EST-5,Tropical Storm,0,0,0,0
HERNANDO,2013,6,6,6/6/2013,0:00,EST-5,Tropical Storm,0,0,0,0
PASCO,2013,6,6,6/6/2013,0:00,EST-5,Tropical Storm,0,0,0,0
PINELLAS,2013,6,6,6/6/2013,0:00,EST-5,Tropical Storm,0,0,0,0
ALACHUA,2013,6,6,6/6/2013,11:25,EST-5,Tropical Storm,0,0,0,0
BRADFORD,2013,6,6,6/6/2013,20:30,EST-5,Tropical Storm,0,0,0,0
HARDEE,2016,6,6,6/6/2016,0:00,EST-5,Tropical Storm,0,0,15000,0
